,condition,url
184,Hyperthyroidism,https://www.drugs.com/cg/hyperthyroidism.html
185,Hyperthyroidism (Overactive Thyroid),https://www.drugs.com/mcd/hyperthyroidism-overactive-thyroid
186,Hyperthyroidism in Pregnancy,https://www.drugs.com/cg/hyperthyroidism-in-pregnancy.html
187,Hypertriglyceridemia,https://www.drugs.com/condition/hypertriglyceridemia.html
188,Hypertrophic Cardiomyopathy,https://www.drugs.com/cg/hypertrophic-cardiomyopathy.html
189,Hypertrophic Osteoarthritis,https://www.drugs.com/cg/osteoarthritis.html
190,Hyperuricemia Secondary to Chemotherapy,https://www.drugs.com/condition/hyperuricemia-secondary-to-chemotherapy.html
191,Hyperventilation,https://www.drugs.com/cg/hyperventilation.html
192,Hypervitaminosis A,https://www.drugs.com/condition/hypervitaminosis-a.html
193,Hypervitaminosis D,https://www.drugs.com/condition/hypervitaminosis-d.html
194,Hyphema,https://www.drugs.com/cg/hyphema.html
195,Hypoactive Sexual Desire Disorder,https://www.drugs.com/female-dysfunction.html
196,Hypocalcemia,https://www.drugs.com/cg/hypocalcemia.html
197,Hypochondriasis,https://www.drugs.com/cg/hypochondriasis.html
198,Hypochromic Anemia,https://www.drugs.com/cg/iron-deficiency-anemia.html
199,Hypodermoclysis,https://www.drugs.com/condition/hypodermoclysis.html
200,Hypoestrogenism,https://www.drugs.com/condition/hypoestrogenism.html
201,Hypoglycemia,https://www.drugs.com/health-guide/hypoglycemia.html
203,Hypoglycemia in Adolescents with Diabetes,https://www.drugs.com/cg/hypoglycemia-in-adolescents-with-diabetes.html
204,Hypoglycemia in Infancy,https://www.drugs.com/cg/hypoglycemia-in-infancy.html
202,Hypoglycemia in a Person with Diabetes,https://www.drugs.com/cg/hypoglycemia-in-a-person-with-diabetes.html
205,Hypogonadism,https://www.drugs.com/cg/hypogonadism.html
206,"Hypogonadism, Male",https://www.drugs.com/mcd/male-hypogonadism
207,Hypogonadotropic Hypogonadism - Male,https://www.drugs.com/mcd/male-hypogonadism
208,Hypokalemia,https://www.drugs.com/cg/hypokalemia.html
209,Hypokalemic Periodic Paralysis,https://www.drugs.com/condition/hypokalemic-periodic-paralysis.html
210,Hypomagnesemia,https://www.drugs.com/cg/hypomagnesemia.html
211,Hypomania,https://www.drugs.com/cg/bipolar-disorder.html
212,Hypomineralization of the Tooth,https://www.drugs.com/cg/hypomineralization-of-the-tooth.html
213,Hyponatremia,https://www.drugs.com/cg/hyponatremia.html
214,"Hyponatremia, Euvolemic",https://www.drugs.com/condition/hyponatremia-euvolemic.html
215,Hypoparathyroidism,https://www.drugs.com/health-guide/hypoparathyroidism.html
216,Hypophosphatasia,https://www.drugs.com/condition/hypophosphatasia.html
217,Hypophosphatemia,https://www.drugs.com/cg/hypophosphatemia.html
218,Hypopituitarism,https://www.drugs.com/cg/hypopituitarism.html
219,Hypoplastic Left Heart Syndrome,https://www.drugs.com/mcd/hypoplastic-left-heart-syndrome
220,Hypoproteinemia,https://www.drugs.com/condition/hypoproteinemia.html
221,Hypoprothrombinemia,https://www.drugs.com/condition/hypoprothrombinemia.html
222,"Hypoprothrombinemia, Anticoagulant Induced",https://www.drugs.com/condition/hypoprothrombinemia-anticoagulant-induced.html
223,"Hypoprothrombinemia, Not Associated with Anticoagulant Therapy",https://www.drugs.com/condition/hypoprothrombinemia-not-associated-with-anticoagulant-therapy.html
224,"Hypoprothrombinemia, Prophylaxis",https://www.drugs.com/condition/hypoprothrombinemia-prophylaxis.html
225,Hypospadias,https://www.drugs.com/cg/hypospadias.html
226,Hypospadias Repair,https://www.drugs.com/cg/hypospadias-repair.html
227,Hypotension,https://www.drugs.com/cg/hypotension.html
229,Hypotension Secondary to Hemodialysis,https://www.drugs.com/condition/hypotension-secondary-to-hemodialysis.html
228,Hypotension in Infants,https://www.drugs.com/cg/hypotension-in-infants.html
230,Hypothermia,https://www.drugs.com/cg/hypothermia.html
231,Hypothyroidism,https://www.drugs.com/cg/hypothyroidism.html
232,Hypothyroidism (Underactive Thyroid),https://www.drugs.com/mcd/hypothyroidism-underactive-thyroid
233,Hypothyroidism in Pregnancy,https://www.drugs.com/cg/hypothyroidism-in-pregnancy.html
235,"Hypothyroidism, Post-Thyroidectomy",https://www.drugs.com/cg/hypothyroidism.html
234,"Hypothyroidism, after Thyroid Removal",https://www.drugs.com/cg/hypothyroidism.html
236,Hypotrichosis of Eyelashes,https://www.drugs.com/condition/eyelash-hypotrichosis.html
237,Hypoventilation,https://www.drugs.com/condition/respiratory-depression.html
238,Hypovolemia,https://www.drugs.com/condition/hypovolemia.html
239,Hypoxemia ,https://www.drugs.com/cg/hypoxemia.html
240,Hypoxemia and Pulmonary Rehab,https://www.drugs.com/cg/hypoxemia-and-pulmonary-rehab-ambulatory-care.html
241,Hypoxia,https://www.drugs.com/cg/hypoxia.html
242,Hysterectomy,https://www.drugs.com/cg/hysterectomy.html
243,Hysterical Neurosis,https://www.drugs.com/condition/neurosis.html
244,Hysterosalpingogram,https://www.drugs.com/health-guide/hysterosalpingogram.html
245,Hysterosalpingography,https://www.drugs.com/cg/hysterosalpingography.html
246,Hysteroscopic Occlusion of the Fallopian Tubes for Sterilization,https://www.drugs.com/cg/hysteroscopic-occlusion-of-the-fallopian-tubes-for-sterilization-aftercare-instructions.html
247,Hysteroscopic Sterilization,https://www.drugs.com/cg/hysteroscopic-sterilization.html
248,Hysteroscopy,https://www.drugs.com/cg/hysteroscopy.html
913,Ileus,https://www.drugs.com/cg/ileus.html
914,Immunodeficiency,https://www.drugs.com/condition/immunodeficiency.html
915,Impotence (Erectile Dysfunction),https://www.drugs.com/health-guide/impotence-erectile-dysfunction.html
916,Indigestion,https://www.drugs.com/cg/indigestion.html
917,Infection,https://www.drugs.com/condition/infection-bacterial-fungal-protozoal-viral.html
918,Infectious Arthritis,https://www.drugs.com/health-guide/infectious-arthritis.html
919,Infertility,https://www.drugs.com/mcd/infertility
920,Influenza,https://www.drugs.com/cg/influenza.html
921,Influenza A,https://www.drugs.com/condition/influenza-a.html
922,Ingrown Nail,https://www.drugs.com/cg/ingrown-nail.html
923,Insect Bites,https://www.drugs.com/condition/insect-bites.html
924,Insemination,https://www.drugs.com/cg/insemination.html
925,Insomnia,https://www.drugs.com/cg/insomnia.html
926,Insulin Pens,https://www.drugs.com/cg/insulin-pens.html
1398,Iridocyclitis,https://www.drugs.com/condition/iridocyclitis.html
1399,Iritis,https://www.drugs.com/cg/iritis.html
927,Iritis,https://www.drugs.com/cg/iritis.html
1400,Iron Deficiency,https://www.drugs.com/health-guide/iron-deficiency.html
928,Iron Deficiency,https://www.drugs.com/health-guide/iron-deficiency.html
1401,Iron Deficiency Anemia,https://www.drugs.com/cg/iron-deficiency-anemia.html
1402,Iron Overload,https://www.drugs.com/condition/iron-overload.html
1403,Iron Overload Disease,https://www.drugs.com/cg/hemochromatosis.html
1404,Iron Poisoning,https://www.drugs.com/condition/iron-poisoning.html
1405,"Iron Poisoning, Acute",https://www.drugs.com/condition/iron-poisoning-acute.html
1406,"Iron Poisoning, Chronic",https://www.drugs.com/condition/iron-poisoning-chronic.html
1407,Iron Profile,https://www.drugs.com/cg/iron-profile.html
1408,Iron Rich Diet,https://www.drugs.com/cg/iron-rich-diet.html
1409,Irregular Heartbeat,https://www.drugs.com/condition/cardiac-arrhythmia.html
1410,Irregularity of Bowels,https://www.drugs.com/cg/constipation.html
1411,Irritable Bladder,https://www.drugs.com/cg/overactive-bladder.html
1412,Irritable Bowel Syndrome,https://www.drugs.com/cg/irritable-bowel-syndrome.html
1413,Irritable Bowel Syndrome (IBS),https://www.drugs.com/ibs.html
929,Irritable Bowel Syndrome (IBS),https://www.drugs.com/ibs.html
1414,Irritable Bowel Syndrome (IBS) (Harvard Health),https://www.drugs.com/health-guide/irritable-bowel-syndrome-ibs.html
930,Irritable Bowel Syndrome (IBS) (Harvard Health),https://www.drugs.com/health-guide/irritable-bowel-syndrome-ibs.html
931,Ischemic Heart Disease,https://www.drugs.com/condition/ischemic-heart-disease.html
932,Ischemic Stroke,https://www.drugs.com/cg/ischemic-stroke.html
1347,JRA (Juvenile Rheumatoid Arthritis),https://www.drugs.com/cg/juvenile-arthritis.html
952,JRA (Juvenile Rheumatoid Arthritis),https://www.drugs.com/cg/juvenile-arthritis.html
1548,JRA (Juvenile Rheumatoid Arthritis),https://www.drugs.com/cg/juvenile-arthritis.html
1786,JRA (Juvenile Rheumatoid Arthritis),https://www.drugs.com/cg/juvenile-arthritis.html
1623,JRA (Juvenile Rheumatoid Arthritis),https://www.drugs.com/cg/juvenile-arthritis.html
1456,JRA (Juvenile Rheumatoid Arthritis),https://www.drugs.com/cg/juvenile-arthritis.html
1604,Jackson-Pratt Drain Care,https://www.drugs.com/cg/jackson-pratt-drain-care.html
1437,Jackson-Pratt Drain Care,https://www.drugs.com/cg/jackson-pratt-drain-care.html
1767,Jackson-Pratt Drain Care,https://www.drugs.com/cg/jackson-pratt-drain-care.html
1529,Jackson-Pratt Drain Care,https://www.drugs.com/cg/jackson-pratt-drain-care.html
933,Jackson-Pratt Drain Care,https://www.drugs.com/cg/jackson-pratt-drain-care.html
1328,Jackson-Pratt Drain Care,https://www.drugs.com/cg/jackson-pratt-drain-care.html
1329,Jammed Finger,https://www.drugs.com/cg/jammed-finger.html
1530,Jammed Finger,https://www.drugs.com/cg/jammed-finger.html
1438,Jammed Finger,https://www.drugs.com/cg/jammed-finger.html
1768,Jammed Finger,https://www.drugs.com/cg/jammed-finger.html
1605,Jammed Finger,https://www.drugs.com/cg/jammed-finger.html
934,Jammed Finger,https://www.drugs.com/cg/jammed-finger.html
1769,Japanese Encephalitis Virus Prophylaxis,https://www.drugs.com/cg/viral-encephalitis.html
1606,Japanese Encephalitis Virus Prophylaxis,https://www.drugs.com/cg/viral-encephalitis.html
1439,Japanese Encephalitis Virus Prophylaxis,https://www.drugs.com/cg/viral-encephalitis.html
1330,Japanese Encephalitis Virus Prophylaxis,https://www.drugs.com/cg/viral-encephalitis.html
935,Japanese Encephalitis Virus Prophylaxis,https://www.drugs.com/cg/viral-encephalitis.html
1531,Japanese Encephalitis Virus Prophylaxis,https://www.drugs.com/cg/viral-encephalitis.html
1532,Jaundice,https://www.drugs.com/cg/jaundice.html
1440,Jaundice,https://www.drugs.com/cg/jaundice.html
1607,Jaundice,https://www.drugs.com/cg/jaundice.html
936,Jaundice,https://www.drugs.com/cg/jaundice.html
1770,Jaundice,https://www.drugs.com/cg/jaundice.html
1331,Jaundice,https://www.drugs.com/cg/jaundice.html
937,Jaundice in Newborns,https://www.drugs.com/cg/jaundice-in-newborns.html
1332,Jaundice in Newborns,https://www.drugs.com/cg/jaundice-in-newborns.html
1608,Jaundice in Newborns,https://www.drugs.com/cg/jaundice-in-newborns.html
1771,Jaundice in Newborns,https://www.drugs.com/cg/jaundice-in-newborns.html
1441,Jaundice in Newborns,https://www.drugs.com/cg/jaundice-in-newborns.html
1533,Jaundice in Newborns,https://www.drugs.com/cg/jaundice-in-newborns.html
1534,Jaw Dislocation,https://www.drugs.com/cg/jaw-dislocation.html
1772,Jaw Dislocation,https://www.drugs.com/cg/jaw-dislocation.html
938,Jaw Dislocation,https://www.drugs.com/cg/jaw-dislocation.html
1333,Jaw Dislocation,https://www.drugs.com/cg/jaw-dislocation.html
1609,Jaw Dislocation,https://www.drugs.com/cg/jaw-dislocation.html
1442,Jaw Dislocation,https://www.drugs.com/cg/jaw-dislocation.html
1443,Jaw Fracture in Adults,https://www.drugs.com/cg/jaw-fracture-in-adults.html
1773,Jaw Fracture in Adults,https://www.drugs.com/cg/jaw-fracture-in-adults.html
939,Jaw Fracture in Adults,https://www.drugs.com/cg/jaw-fracture-in-adults.html
1535,Jaw Fracture in Adults,https://www.drugs.com/cg/jaw-fracture-in-adults.html
1334,Jaw Fracture in Adults,https://www.drugs.com/cg/jaw-fracture-in-adults.html
1610,Jaw Fracture in Adults,https://www.drugs.com/cg/jaw-fracture-in-adults.html
940,Jaw Fracture in Children,https://www.drugs.com/cg/jaw-fracture-in-children.html
1335,Jaw Fracture in Children,https://www.drugs.com/cg/jaw-fracture-in-children.html
1774,Jaw Fracture in Children,https://www.drugs.com/cg/jaw-fracture-in-children.html
1444,Jaw Fracture in Children,https://www.drugs.com/cg/jaw-fracture-in-children.html
1536,Jaw Fracture in Children,https://www.drugs.com/cg/jaw-fracture-in-children.html
1611,Jaw Fracture in Children,https://www.drugs.com/cg/jaw-fracture-in-children.html
1775,Jaw Wiring,https://www.drugs.com/cg/jaw-wiring.html
1336,Jaw Wiring,https://www.drugs.com/cg/jaw-wiring.html
1612,Jaw Wiring,https://www.drugs.com/cg/jaw-wiring.html
1537,Jaw Wiring,https://www.drugs.com/cg/jaw-wiring.html
941,Jaw Wiring,https://www.drugs.com/cg/jaw-wiring.html
1445,Jaw Wiring,https://www.drugs.com/cg/jaw-wiring.html
1613,Jellyfish Stings,https://www.drugs.com/mcd/jellyfish-stings
1446,Jellyfish Stings,https://www.drugs.com/mcd/jellyfish-stings
1776,Jellyfish Stings,https://www.drugs.com/mcd/jellyfish-stings
1538,Jellyfish Stings,https://www.drugs.com/mcd/jellyfish-stings
1337,Jellyfish Stings,https://www.drugs.com/mcd/jellyfish-stings
942,Jellyfish Stings,https://www.drugs.com/mcd/jellyfish-stings
1447,Jet Lag,https://www.drugs.com/health-guide/jet-lag.html
1777,Jet Lag,https://www.drugs.com/health-guide/jet-lag.html
1539,Jet Lag,https://www.drugs.com/health-guide/jet-lag.html
943,Jet Lag,https://www.drugs.com/health-guide/jet-lag.html
1338,Jet Lag,https://www.drugs.com/health-guide/jet-lag.html
1614,Jet Lag,https://www.drugs.com/health-guide/jet-lag.html
944,Jet Lag Disorder,https://www.drugs.com/mcd/jet-lag-disorder
1615,Jet Lag Disorder,https://www.drugs.com/mcd/jet-lag-disorder
1778,Jet Lag Disorder,https://www.drugs.com/mcd/jet-lag-disorder
1540,Jet Lag Disorder,https://www.drugs.com/mcd/jet-lag-disorder
1448,Jet Lag Disorder,https://www.drugs.com/mcd/jet-lag-disorder
1339,Jet Lag Disorder,https://www.drugs.com/mcd/jet-lag-disorder
945,Jock Itch,https://www.drugs.com/cg/jock-itch.html
1541,Jock Itch,https://www.drugs.com/cg/jock-itch.html
1779,Jock Itch,https://www.drugs.com/cg/jock-itch.html
1616,Jock Itch,https://www.drugs.com/cg/jock-itch.html
1340,Jock Itch,https://www.drugs.com/cg/jock-itch.html
1449,Jock Itch,https://www.drugs.com/cg/jock-itch.html
1341,Jock Itch (Tinea Cruris),https://www.drugs.com/health-guide/jock-itch-tinea-cruris.html
1542,Jock Itch (Tinea Cruris),https://www.drugs.com/health-guide/jock-itch-tinea-cruris.html
1617,Jock Itch (Tinea Cruris),https://www.drugs.com/health-guide/jock-itch-tinea-cruris.html
1450,Jock Itch (Tinea Cruris),https://www.drugs.com/health-guide/jock-itch-tinea-cruris.html
946,Jock Itch (Tinea Cruris),https://www.drugs.com/health-guide/jock-itch-tinea-cruris.html
1780,Jock Itch (Tinea Cruris),https://www.drugs.com/health-guide/jock-itch-tinea-cruris.html
947,Joint Aspiration,https://www.drugs.com/cg/joint-aspiration.html
1618,Joint Aspiration,https://www.drugs.com/cg/joint-aspiration.html
1543,Joint Aspiration,https://www.drugs.com/cg/joint-aspiration.html
1781,Joint Aspiration,https://www.drugs.com/cg/joint-aspiration.html
1342,Joint Aspiration,https://www.drugs.com/cg/joint-aspiration.html
1451,Joint Aspiration,https://www.drugs.com/cg/joint-aspiration.html
1619,Joint Incision and Drainage,https://www.drugs.com/cg/joint-incision-and-drainage-discharge-care.html
948,Joint Incision and Drainage,https://www.drugs.com/cg/joint-incision-and-drainage-discharge-care.html
1343,Joint Incision and Drainage,https://www.drugs.com/cg/joint-incision-and-drainage-discharge-care.html
1782,Joint Incision and Drainage,https://www.drugs.com/cg/joint-incision-and-drainage-discharge-care.html
1544,Joint Incision and Drainage,https://www.drugs.com/cg/joint-incision-and-drainage-discharge-care.html
1452,Joint Incision and Drainage,https://www.drugs.com/cg/joint-incision-and-drainage-discharge-care.html
1545,Joint Infection,https://www.drugs.com/cg/swollen-joint.html
1783,Joint Infection,https://www.drugs.com/cg/swollen-joint.html
1344,Joint Infection,https://www.drugs.com/cg/swollen-joint.html
949,Joint Infection,https://www.drugs.com/cg/swollen-joint.html
1453,Joint Infection,https://www.drugs.com/cg/swollen-joint.html
1620,Joint Infection,https://www.drugs.com/cg/swollen-joint.html
950,Joint Pain,https://www.drugs.com/cg/osteoarthritis.html
1546,Joint Pain,https://www.drugs.com/cg/osteoarthritis.html
1621,Joint Pain,https://www.drugs.com/cg/osteoarthritis.html
1784,Joint Pain,https://www.drugs.com/cg/osteoarthritis.html
1454,Joint Pain,https://www.drugs.com/cg/osteoarthritis.html
1345,Joint Pain,https://www.drugs.com/cg/osteoarthritis.html
1547,Joint Replacement Surgery,https://www.drugs.com/cg/joint-replacement-surgery.html
1785,Joint Replacement Surgery,https://www.drugs.com/cg/joint-replacement-surgery.html
951,Joint Replacement Surgery,https://www.drugs.com/cg/joint-replacement-surgery.html
1346,Joint Replacement Surgery,https://www.drugs.com/cg/joint-replacement-surgery.html
1622,Joint Replacement Surgery,https://www.drugs.com/cg/joint-replacement-surgery.html
1455,Joint Replacement Surgery,https://www.drugs.com/cg/joint-replacement-surgery.html
1457,Junctional Premature Depolarizations,https://www.drugs.com/condition/junctional-premature-depolarizations.html
1348,Junctional Premature Depolarizations,https://www.drugs.com/condition/junctional-premature-depolarizations.html
1787,Junctional Premature Depolarizations,https://www.drugs.com/condition/junctional-premature-depolarizations.html
1549,Junctional Premature Depolarizations,https://www.drugs.com/condition/junctional-premature-depolarizations.html
1624,Junctional Premature Depolarizations,https://www.drugs.com/condition/junctional-premature-depolarizations.html
953,Junctional Premature Depolarizations,https://www.drugs.com/condition/junctional-premature-depolarizations.html
1458,Juvenile Absence Epilepsy,https://www.drugs.com/cg/juvenile-absence-epilepsy.html
1625,Juvenile Absence Epilepsy,https://www.drugs.com/cg/juvenile-absence-epilepsy.html
954,Juvenile Absence Epilepsy,https://www.drugs.com/cg/juvenile-absence-epilepsy.html
1349,Juvenile Absence Epilepsy,https://www.drugs.com/cg/juvenile-absence-epilepsy.html
1550,Juvenile Absence Epilepsy,https://www.drugs.com/cg/juvenile-absence-epilepsy.html
1788,Juvenile Absence Epilepsy,https://www.drugs.com/cg/juvenile-absence-epilepsy.html
1459,Juvenile Arthritis,https://www.drugs.com/cg/juvenile-arthritis.html
1626,Juvenile Arthritis,https://www.drugs.com/cg/juvenile-arthritis.html
1551,Juvenile Arthritis,https://www.drugs.com/cg/juvenile-arthritis.html
1350,Juvenile Arthritis,https://www.drugs.com/cg/juvenile-arthritis.html
1789,Juvenile Arthritis,https://www.drugs.com/cg/juvenile-arthritis.html
955,Juvenile Arthritis,https://www.drugs.com/cg/juvenile-arthritis.html
1627,Juvenile Chronic Polyarthritis,https://www.drugs.com/cg/juvenile-arthritis.html
956,Juvenile Chronic Polyarthritis,https://www.drugs.com/cg/juvenile-arthritis.html
1552,Juvenile Chronic Polyarthritis,https://www.drugs.com/cg/juvenile-arthritis.html
1790,Juvenile Chronic Polyarthritis,https://www.drugs.com/cg/juvenile-arthritis.html
1351,Juvenile Chronic Polyarthritis,https://www.drugs.com/cg/juvenile-arthritis.html
1460,Juvenile Chronic Polyarthritis,https://www.drugs.com/cg/juvenile-arthritis.html
1352,Juvenile Fibromyalgia,https://www.drugs.com/mcd/juvenile-fibromyalgia
1791,Juvenile Fibromyalgia,https://www.drugs.com/mcd/juvenile-fibromyalgia
957,Juvenile Fibromyalgia,https://www.drugs.com/mcd/juvenile-fibromyalgia
1553,Juvenile Fibromyalgia,https://www.drugs.com/mcd/juvenile-fibromyalgia
1628,Juvenile Fibromyalgia,https://www.drugs.com/mcd/juvenile-fibromyalgia
1461,Juvenile Fibromyalgia,https://www.drugs.com/mcd/juvenile-fibromyalgia
1792,Juvenile Idiopathic Arthritis,https://www.drugs.com/mcd/juvenile-idiopathic-arthritis
1462,Juvenile Idiopathic Arthritis,https://www.drugs.com/mcd/juvenile-idiopathic-arthritis
1554,Juvenile Idiopathic Arthritis,https://www.drugs.com/mcd/juvenile-idiopathic-arthritis
958,Juvenile Idiopathic Arthritis,https://www.drugs.com/mcd/juvenile-idiopathic-arthritis
1353,Juvenile Idiopathic Arthritis,https://www.drugs.com/mcd/juvenile-idiopathic-arthritis
1629,Juvenile Idiopathic Arthritis,https://www.drugs.com/mcd/juvenile-idiopathic-arthritis
1793,Juvenile Myoclonic Epilepsy,https://www.drugs.com/cg/juvenile-myoclonic-epilepsy.html
1463,Juvenile Myoclonic Epilepsy,https://www.drugs.com/cg/juvenile-myoclonic-epilepsy.html
1354,Juvenile Myoclonic Epilepsy,https://www.drugs.com/cg/juvenile-myoclonic-epilepsy.html
959,Juvenile Myoclonic Epilepsy,https://www.drugs.com/cg/juvenile-myoclonic-epilepsy.html
1555,Juvenile Myoclonic Epilepsy,https://www.drugs.com/cg/juvenile-myoclonic-epilepsy.html
1630,Juvenile Myoclonic Epilepsy,https://www.drugs.com/cg/juvenile-myoclonic-epilepsy.html
1631,Juvenile Onset Diabetes,https://www.drugs.com/cg/type-1-diabetes-in-adults-new-diagnosis.html
1355,Juvenile Onset Diabetes,https://www.drugs.com/cg/type-1-diabetes-in-adults-new-diagnosis.html
1794,Juvenile Onset Diabetes,https://www.drugs.com/cg/type-1-diabetes-in-adults-new-diagnosis.html
1464,Juvenile Onset Diabetes,https://www.drugs.com/cg/type-1-diabetes-in-adults-new-diagnosis.html
960,Juvenile Onset Diabetes,https://www.drugs.com/cg/type-1-diabetes-in-adults-new-diagnosis.html
1556,Juvenile Onset Diabetes,https://www.drugs.com/cg/type-1-diabetes-in-adults-new-diagnosis.html
1557,Juvenile Rheumatoid Arthritis,https://www.drugs.com/mcd/juvenile-rheumatoid-arthritis
961,Juvenile Rheumatoid Arthritis,https://www.drugs.com/mcd/juvenile-rheumatoid-arthritis
1356,Juvenile Rheumatoid Arthritis,https://www.drugs.com/mcd/juvenile-rheumatoid-arthritis
1632,Juvenile Rheumatoid Arthritis,https://www.drugs.com/mcd/juvenile-rheumatoid-arthritis
1795,Juvenile Rheumatoid Arthritis,https://www.drugs.com/mcd/juvenile-rheumatoid-arthritis
1465,Juvenile Rheumatoid Arthritis,https://www.drugs.com/mcd/juvenile-rheumatoid-arthritis
44,Laceration,https://www.drugs.com/cg/laceration.html
1087,Laceration,https://www.drugs.com/cg/laceration.html
12,Laceration,https://www.drugs.com/cg/laceration.html
1969,Laceration,https://www.drugs.com/cg/laceration.html
1466,Laceration,https://www.drugs.com/cg/laceration.html
1467,Laminectomy,https://www.drugs.com/cg/laminectomy.html
1088,Laminectomy,https://www.drugs.com/cg/laminectomy.html
13,Laminectomy,https://www.drugs.com/cg/laminectomy.html
1970,Laminectomy,https://www.drugs.com/cg/laminectomy.html
45,Laminectomy,https://www.drugs.com/cg/laminectomy.html
46,Laryngectomy,https://www.drugs.com/cg/laryngectomy.html
1468,Laryngectomy,https://www.drugs.com/cg/laryngectomy.html
14,Laryngectomy,https://www.drugs.com/cg/laryngectomy.html
1089,Laryngectomy,https://www.drugs.com/cg/laryngectomy.html
1971,Laryngectomy,https://www.drugs.com/cg/laryngectomy.html
1469,Laryngitis,https://www.drugs.com/cg/laryngitis.html
15,Laryngitis,https://www.drugs.com/cg/laryngitis.html
1090,Laryngitis,https://www.drugs.com/cg/laryngitis.html
1972,Laryngitis,https://www.drugs.com/cg/laryngitis.html
47,Laryngitis,https://www.drugs.com/cg/laryngitis.html
48,Lead Poisoning,https://www.drugs.com/cg/lead-poisoning.html
1470,Lead Poisoning,https://www.drugs.com/cg/lead-poisoning.html
1091,Lead Poisoning,https://www.drugs.com/cg/lead-poisoning.html
1973,Lead Poisoning,https://www.drugs.com/cg/lead-poisoning.html
16,Lead Poisoning,https://www.drugs.com/cg/lead-poisoning.html
1092,Leg Pain,https://www.drugs.com/cg/leg-pain-aftercare-instructions.html
1471,Leg Pain,https://www.drugs.com/cg/leg-pain-aftercare-instructions.html
1974,Leg Pain,https://www.drugs.com/cg/leg-pain-aftercare-instructions.html
49,Leg Pain,https://www.drugs.com/cg/leg-pain-aftercare-instructions.html
17,Leg Pain,https://www.drugs.com/cg/leg-pain-aftercare-instructions.html
1093,Legionnaires Disease,https://www.drugs.com/cg/legionnaires-disease.html
18,Legionnaires Disease,https://www.drugs.com/cg/legionnaires-disease.html
1472,Legionnaires Disease,https://www.drugs.com/cg/legionnaires-disease.html
1975,Legionnaires Disease,https://www.drugs.com/cg/legionnaires-disease.html
50,Legionnaires Disease,https://www.drugs.com/cg/legionnaires-disease.html
19,Leprosy,https://www.drugs.com/condition/leprosy.html
1976,Leprosy,https://www.drugs.com/condition/leprosy.html
1473,Leprosy,https://www.drugs.com/condition/leprosy.html
1094,Leprosy,https://www.drugs.com/condition/leprosy.html
51,Leprosy,https://www.drugs.com/condition/leprosy.html
1095,Leptospirosis,https://www.drugs.com/condition/leptospirosis.html
20,Leptospirosis,https://www.drugs.com/condition/leptospirosis.html
1474,Leptospirosis,https://www.drugs.com/condition/leptospirosis.html
1977,Leptospirosis,https://www.drugs.com/condition/leptospirosis.html
52,Leptospirosis,https://www.drugs.com/condition/leptospirosis.html
53,Lice,https://www.drugs.com/mcd/lice
21,Lice,https://www.drugs.com/mcd/lice
1096,Lice,https://www.drugs.com/mcd/lice
1475,Lice,https://www.drugs.com/mcd/lice
1978,Lice,https://www.drugs.com/mcd/lice
54,Lightheadedness,https://www.drugs.com/cg/lightheadedness-aftercare-instructions.html
22,Lightheadedness,https://www.drugs.com/cg/lightheadedness-aftercare-instructions.html
1979,Lightheadedness,https://www.drugs.com/cg/lightheadedness-aftercare-instructions.html
1097,Lightheadedness,https://www.drugs.com/cg/lightheadedness-aftercare-instructions.html
1476,Lightheadedness,https://www.drugs.com/cg/lightheadedness-aftercare-instructions.html
1980,Lipoma,https://www.drugs.com/cg/lipoma.html
55,Lipoma,https://www.drugs.com/cg/lipoma.html
23,Lipoma,https://www.drugs.com/cg/lipoma.html
1098,Lipoma,https://www.drugs.com/cg/lipoma.html
1477,Lipoma,https://www.drugs.com/cg/lipoma.html
56,Liver Cancer,https://www.drugs.com/cg/liver-cancer.html
24,Liver Cancer,https://www.drugs.com/cg/liver-cancer.html
1981,Liver Cancer,https://www.drugs.com/cg/liver-cancer.html
1478,Liver Cancer,https://www.drugs.com/cg/liver-cancer.html
1099,Liver Cancer,https://www.drugs.com/cg/liver-cancer.html
1982,Liver Disease,https://www.drugs.com/mcd/liver-disease
57,Liver Disease,https://www.drugs.com/mcd/liver-disease
1479,Liver Disease,https://www.drugs.com/mcd/liver-disease
25,Liver Disease,https://www.drugs.com/mcd/liver-disease
1100,Liver Disease,https://www.drugs.com/mcd/liver-disease
1480,Low Fat Diet,https://www.drugs.com/cg/low-fat-diet.html
1101,Low Fat Diet,https://www.drugs.com/cg/low-fat-diet.html
26,Low Fat Diet,https://www.drugs.com/cg/low-fat-diet.html
58,Low Fat Diet,https://www.drugs.com/cg/low-fat-diet.html
1983,Low Fat Diet,https://www.drugs.com/cg/low-fat-diet.html
868,Lumbar Brace,https://www.drugs.com/cg/lumbar-brace.html
869,Lumbar Corset,https://www.drugs.com/cg/lumbar-corset.html
870,Lumbar Disc Herniation,https://www.drugs.com/cg/lumbar-disc-herniation.html
871,Lumbar Discectomy,https://www.drugs.com/cg/lumbar-discectomy.html
872,Lumbar Drain Placement,https://www.drugs.com/cg/lumbar-drain-placement-discharge-care.html
873,Lumbar Facet Block,https://www.drugs.com/cg/lumbar-facet-block.html
