condition,drugName,mean_p
Prevention of Thromboembolism in Atrial Fibrillation,Eliquis,0.978507825
Prevention of Thromboembolism in Atrial Fibrillation,Jantoven,1.959990871
Prevention of Thromboembolism in Atrial Fibrillation,Pradaxa,1.707348467
Prevention of Thromboembolism in Atrial Fibrillation,Xarelto,0.492068634
Primary Hyperaldosteronism,Spironolactone,66.09223366
Primary Immunodeficiency Syndrome,Gammagard,0.386084621
Primary Immunodeficiency Syndrome,Gamunex,3.876261784
Primary Immunodeficiency Syndrome,Hizentra,1.504407708
Primary Immunodeficiency Syndrome,Immune globulin intravenous,2.257897934
Primary Immunodeficiency Syndrome,Immune globulin subcutaneous,0.545154471
Primary Nocturnal Enuresis,Imipramine,43.46066713
Progesterone Insufficiency,Progesterone,10.46617258
Progesterone Insufficiency,Prometrium,14.79059557
Prostate Cance,Abiraterone,1.006967224
Prostate Cance,Bicalutamide,3.424632432
Prostate Cance,Casodex,2.881659531
Prostate Cance,Eligard,0.517278412
Prostate Cance,Enzalutamide,0.490684952
Prostate Cance,Firmagon,2.580537683
Prostate Cance,Goserelin,1.405984134
Prostate Cance,Leuprolide,2.233450438
Prostate Cance,Lupron,1.427920391
Prostate Cance,Lupron Depot,0.92739291
Prostate Cance,Provenge,0.431072866
Prostate Cance,Radium 223 dichloride,0.07009785
Prostate Cance,Sipuleucel-T,0.606416432
Prostate Cance,Trelstar,0.245342476
Prostate Cance,Trelstar LA,0.750104379
Prostate Cance,Triptorelin,0.245342476
Prostate Cance,Xtandi,0.603588177
Prostate Cance,Zoladex,2.151713387
Prostate Cance,Zytiga,2.356238808
Prostatitis,Bactrim,0.688797987
Prostatitis,Cipro,1.231130564
Prostatitis,Ciprofloxacin,1.606401634
Prostatitis,Ditropan XL,1.454480691
Prostatitis,Doxycycline,1.014560062
Prostatitis,Levaquin,1.77810132
Prostatitis,Levofloxacin,1.460712028
Prostatitis,Oxybutynin,1.818117055
Prostatitis,Sulfamethoxazole / trimethoprim,1.123844244
"Prosthetic Heart Valves, Tissue Valves - Thrombosis Prophylaxis",Coumadin,75.28650105
Pruritus,Atarax,5.037486418
Pruritus,Benzocaine,0.313258787
Pruritus,Calamine,3.753421252
Pruritus,Cortizone-10,0.888968191
Pruritus,Doxepin,0.121501516
Pruritus,Eurax,0.197548487
Pruritus,Gabapentin,1.322323947
Pruritus,Hydroxyzine,2.204003322
Pruritus,Lanacane,0.831063029
Pruritus,Pramoxine,0.148161365
Pruritus,Sarna Sensitive,0.357073489
Pseudobulbar Affect,Dextromethorphan / quinidine,12.50678548
Pseudobulbar Affect,Nuedexta,8.209237125
Pseudotumor Cerebri,Acetazolamide,1.178835973
Pseudotumor Cerebri,Diamox,3.18617506
Psoriasis,Acitretin,0.342511276
Psoriasis,Adalimumab,0.212349248
Psoriasis,Alclometasone,0.10700543
Psoriasis,Alefacept,0.024693561
Psoriasis,Betamethasone / calcipotriene,0.058454484
Psoriasis,Calcipotriene,0.188850877
Psoriasis,Calcitriol,0.048100379
Psoriasis,Clobetasol,0.229791483
Psoriasis,Clobex,0.329710175
Psoriasis,Coal tar,0.123821239
Psoriasis,Cyclosporine,0.412753571
Psoriasis,Desoximetasone,0.078214797
Psoriasis,Dovonex,0.20166408
Psoriasis,Elocon,0.314521047
Psoriasis,Embeline,0.115236617
Psoriasis,Enbrel,0.111116936
Psoriasis,Etanercept,0.084740906
Psoriasis,Fluocinonide,0.07758974
Psoriasis,Flurandrenolide,0.041155935
Psoriasis,Halobetasol,0.046382355
Psoriasis,Humira,0.234142927
Psoriasis,Hydrocortisone,0
Psoriasis,Infliximab,0.369293941
Psoriasis,Lidex,0.111121024
Psoriasis,MG217 Medicated Tar,0.070875884
Psoriasis,Methotrexate,0.346278311
Psoriasis,Mometasone,0.335805089
Psoriasis,Olux,0.104898845
Psoriasis,Remicade,0.240335165
Psoriasis,Soriatane,0.152385286
Psoriasis,Stelara,0.275799135
Psoriasis,Taclonex,0.092454371
Psoriasis,Tazarotene,0.120626895
Psoriasis,Topicort,0.1114449
Psoriasis,Triamcinolone,0.115194749
Psoriasis,Ustekinumab,0.281794228
Psoriasis,Vectical,0.03958971
Psoriatic Arthritis,Adalimumab,0.502088157
Psoriatic Arthritis,Apremilast,0.397855822
Psoriatic Arthritis,Certolizumab,0.123557489
Psoriatic Arthritis,Cimzia,0.173212804
Psoriatic Arthritis,Cosentyx,0.220452659
Psoriatic Arthritis,Enbrel,0.359705747
Psoriatic Arthritis,Etanercept,0.318228984
Psoriatic Arthritis,Golimumab,0.167216401
Psoriatic Arthritis,Humira,0.489912323
Psoriatic Arthritis,Infliximab,0.373402036
Psoriatic Arthritis,Leflunomide,0.330678989
Psoriatic Arthritis,Methotrexate,0.114767946
Psoriatic Arthritis,Otezla,0.362936466
Psoriatic Arthritis,Prednisone,0.154878805
Psoriatic Arthritis,Remicade,0.129835923
Psoriatic Arthritis,Secukinumab,0.083262078
Psoriatic Arthritis,Simponi,0.392966734
Psoriatic Arthritis,Stelara,0.362040583
Psoriatic Arthritis,Sulfasalazine,0.646298633
Psoriatic Arthritis,Ustekinumab,0.220140998
Psychosis,Chlorpromazine,0.281984076
Psychosis,Fanapt,1.623626318
Psychosis,Fluphenazine,1.107820927
Psychosis,Haldol,0.218517707
Psychosis,Haldol Decanoate,0.393654907
Psychosis,Haloperidol,0.633016808
Psychosis,Iloperidone,1.481095275
Psychosis,Navane,1.963201979
Psychosis,Perphenazine,0.773095748
Psychosis,Prochlorperazine,0.383476475
Psychosis,Prolixin,3.301982382
Psychosis,Thiothixene,1.022639415
Psychosis,Thorazine,0.628949025
Pudendal Neuralgia,Amitriptyline,10.86516678
Pulmonary Embolism,Apixaban,2.620889848
Pulmonary Embolism,Dabigatran,0.074932185
Pulmonary Embolism,Eliquis,2.716588514
Pulmonary Embolism,Rivaroxaban,1.698122912
Pulmonary Embolism,Xarelto,1.662643934
"Pulmonary Embolism, First Event",Warfarin,21.73033357
"Pulmonary Embolism, Recurrent Event",Rivaroxaban,5.49830246
"Pulmonary Embolism, Recurrent Event",Warfarin,11.01116186
"Pulmonary Embolism, Recurrent Event",Xarelto,53.56836669
Pulmonary Hypertension,Adcirca,0.503206142
Pulmonary Hypertension,Ambrisentan,1.675422535
Pulmonary Hypertension,Bosentan,0.226085589
Pulmonary Hypertension,Epoprostenol,0.341208563
Pulmonary Hypertension,Flolan,0.352383788
Pulmonary Hypertension,Letairis,0.786579117
Pulmonary Hypertension,Macitentan,0.293653156
Pulmonary Hypertension,Revatio,1.124735132
Pulmonary Hypertension,Selexipag,0.392534559
Pulmonary Hypertension,Sildenafil,1.515796337
Pulmonary Hypertension,Tadalafil,0.880959469
Pulmonary Hypertension,Treprostinil,0.34614631
Pulmonary Hypertension,Tyvaso,0.528575681
Pulmonary Hypertension,Uptravi,0.397021336
Pupillary Dilation,Paremyd,0
Pupillary Dilation,Tropicamide,14.12471682
Radionuclide Myocardial Perfusion Study,Lexiscan,13.03820014
Raynaud's Syndrome,Amlodipine,5.636752476
Raynaud's Syndrome,Cardizem,7.484892673
Raynaud's Syndrome,Isradipine,0.508179771
Raynaud's Syndrome,Nifedipine,2.575692982
Raynaud's Syndrome,Nisoldipine,0.241448151
Raynaud's Syndrome,Nitroglycerin,4.225342638
Raynaud's Syndrome,Norvasc,7.351342638
Raynaud's Syndrome,Procardia,3.847532431
Raynaud's Syndrome,Sular,0.297003706
Reflex Sympathetic Dystrophy Syndrome,Amitriptyline,0
Reflex Sympathetic Dystrophy Syndrome,Aventyl Hydrochloride,0.522822924
Reflex Sympathetic Dystrophy Syndrome,Gabapentin,1.42605314
Reflex Sympathetic Dystrophy Syndrome,Lyrica,0.950702094
Reflex Sympathetic Dystrophy Syndrome,Milnacipran,1.163627448
Reflex Sympathetic Dystrophy Syndrome,Neurontin,1.791103307
Reflex Sympathetic Dystrophy Syndrome,Nortriptyline,0.679072924
Reflex Sympathetic Dystrophy Syndrome,Pregabalin,1.699090198
Reflex Sympathetic Dystrophy Syndrome,Savella,2.223402115
Reiter's Syndrome,Adalimumab,6.920189753
Rejection Prophylaxis,Mycophenolic acid,2.472460628
Renal Cell Carcinoma,Nivolumab,0.777054809
Renal Cell Carcinoma,Pazopanib,2.083610152
Renal Cell Carcinoma,Proleukin,0.656963573
Renal Cell Carcinoma,Provera,0.538899387
Renal Cell Carcinoma,Sunitinib,2.716340793
Renal Cell Carcinoma,Sutent,3.23724018
Renal Cell Carcinoma,Temsirolimus,0.069815029
Renal Cell Carcinoma,Votrient,2.621096578
Restless Legs Syndrome,Carbidopa / levodopa,0.301583867
Restless Legs Syndrome,Clonazepam,0.505685882
Restless Legs Syndrome,Clonidine,0.032276111
Restless Legs Syndrome,Gabapentin,0.434389964
Restless Legs Syndrome,Gabapentin enacarbil,0.445292366
Restless Legs Syndrome,Gabarone,0.339952344
Restless Legs Syndrome,Horizant,0.128107401
Restless Legs Syndrome,Klonopin,0.643753803
Restless Legs Syndrome,Klonopin Wafer,0.229084899
Restless Legs Syndrome,Lamotrigine,0.049684635
Restless Legs Syndrome,Levodopa,0.02941139
Restless Legs Syndrome,Lyrica,0.36153275
Restless Legs Syndrome,Mirapex,0.260442746
Restless Legs Syndrome,Neupro,0.185745406
Restless Legs Syndrome,Neurontin,0.961304719
Restless Legs Syndrome,Pramipexole,0.26462742
Restless Legs Syndrome,Pregabalin,0.200961852
Restless Legs Syndrome,Requip,0.305827215
Restless Legs Syndrome,Ropinirole,0.14791515
Restless Legs Syndrome,Rotigotine,0.261363498
Restless Legs Syndrome,Sinemet,0.334778199
Restless Legs Syndrome,Tramadol,0.213001862
Restless Legs Syndrome,Ultram,0.180339906
Restless Legs Syndrome,Ultram ER,0.185798391
Reversal of Nondepolarizing Muscle Relaxants,Pyridostigmine,21.73033357
Reversal of Opioid Sedation,Narcan Injection,4.699078329
Rheumatoid Arthritis,Abatacept,0.159830109
Rheumatoid Arthritis,Absorbine Jr.,0.004703535
Rheumatoid Arthritis,Acetaminophen / hydrocodone,0.233567833
Rheumatoid Arthritis,Actemra,0.023517677
Rheumatoid Arthritis,Acthar,0.017395045
Rheumatoid Arthritis,Adalimumab,0.248523133
Rheumatoid Arthritis,Advil,0.066418874
Rheumatoid Arthritis,Advil Liqui-Gels,0.211659093
Rheumatoid Arthritis,Aleve,0.09605722
Rheumatoid Arthritis,Anakinra,0.023517677
Rheumatoid Arthritis,Ansaid,0.042331819
Rheumatoid Arthritis,Arava,0.524444198
Rheumatoid Arthritis,Arthrotec,0.087015405
Rheumatoid Arthritis,Aspirin,0.043455412
Rheumatoid Arthritis,Auranofin,0.08313281
Rheumatoid Arthritis,Azathioprine,0.021368861
Rheumatoid Arthritis,Bextra,0.037628283
Rheumatoid Arthritis,Celebrex,0.366351874
Rheumatoid Arthritis,Celecoxib,0.226150599
Rheumatoid Arthritis,Certolizumab,0.109211983
Rheumatoid Arthritis,Cimzia,0.055099429
Rheumatoid Arthritis,Daypro,0
Rheumatoid Arthritis,Deltasone,0.336026727
Rheumatoid Arthritis,Diclofenac,0.077018434
Rheumatoid Arthritis,Diclofenac / misoprostol,0.056442425
Rheumatoid Arthritis,Diflunisal,0.06114596
Rheumatoid Arthritis,Dolobid,0.06114596
Rheumatoid Arthritis,Doxycycline,0.08585665
Rheumatoid Arthritis,Enbrel,0.185724342
Rheumatoid Arthritis,Esomeprazole / naproxen,0.014003139
Rheumatoid Arthritis,Etanercept,0.182642394
Rheumatoid Arthritis,Feldene,0.086104484
Rheumatoid Arthritis,Fenoprofen,0
Rheumatoid Arthritis,Gold sodium thiomalate,0.004380538
Rheumatoid Arthritis,Golimumab,0.159075909
Rheumatoid Arthritis,Humira,0.252337163
Rheumatoid Arthritis,Hydroxychloroquine,0.221785697
Rheumatoid Arthritis,Ibuprofen,0.081570389
Rheumatoid Arthritis,Imuran,0.101395961
Rheumatoid Arthritis,Indomethacin,0.110942473
Rheumatoid Arthritis,Infliximab,0.118692952
Rheumatoid Arthritis,Kenalog-40,0.150513133
Rheumatoid Arthritis,Leflunomide,0.328683523
Rheumatoid Arthritis,Lorcet 10 / 650,0.230473235
Rheumatoid Arthritis,Lortab,0.153375446
Rheumatoid Arthritis,Medrol,0.206955558
Rheumatoid Arthritis,Meloxicam,0.275289252
Rheumatoid Arthritis,Methotrexate,0.378250669
Rheumatoid Arthritis,Methylprednisolone,0.120693166
Rheumatoid Arthritis,Minocycline,0.005400928
Rheumatoid Arthritis,Mobic,0.380658008
Rheumatoid Arthritis,Mycophenolate mofetil,0.258694447
Rheumatoid Arthritis,Nabumetone,0.032486056
Rheumatoid Arthritis,Naprosyn,0.300455946
Rheumatoid Arthritis,Naproxen,0.270100041
Rheumatoid Arthritis,Norco,0.584413467
Rheumatoid Arthritis,Orencia,0.223065308
Rheumatoid Arthritis,Oxaprozin,0.050027036
Rheumatoid Arthritis,Plaquenil,0.470744921
Rheumatoid Arthritis,Prednisone,0.350637061
Rheumatoid Arthritis,Relafen,0.145809598
Rheumatoid Arthritis,Remicade,0.186876101
Rheumatoid Arthritis,Rituxan,0.524066791
Rheumatoid Arthritis,Rituximab,0.174153631
Rheumatoid Arthritis,Salsalate,0.018106422
Rheumatoid Arthritis,Simponi,0.137486174
Rheumatoid Arthritis,Simponi Aria,0.027808963
Rheumatoid Arthritis,Sulfasalazine,0.310229315
Rheumatoid Arthritis,Sulfazine,0.236562816
Rheumatoid Arthritis,Tocilizumab,0.288726657
Rheumatoid Arthritis,Tofacitinib,0.111812538
Rheumatoid Arthritis,Tolmetin,0
Rheumatoid Arthritis,Tramadol,0.152765705
Rheumatoid Arthritis,Triamcinolone,0.138900218
Rheumatoid Arthritis,Ultracet,0.310433337
Rheumatoid Arthritis,Valdecoxib,0.028970275
Rheumatoid Arthritis,Vicodin,0.436628081
Rheumatoid Arthritis,Vimovo,0.111532605
Rheumatoid Arthritis,Voltaren,0.161547338
Rheumatoid Arthritis,Xeljanz,0.190019356
Rheumatoid Arthritis,Xeljanz XR,0.002351768
Rhinitis,Allerx Dose Pack DF,0.291504475
Rhinitis,Chlorpheniramine / methscopolamine / phenylephrine,0.318004881
Rhinitis,Dallergy,0.77904871
Rhinitis,Flonase,1.884435512
Rhinitis,Fluticasone,0.967256239
Rhinitis,Veramyst,0.725472104
Rhinorrhea,Atrovent Nasal,12.43193626
Rhinorrhea,Ipratropium,17.00109278
Rosacea,Accutane,0.194330112
Rosacea,Azelaic acid,0.163909823
Rosacea,Azelex,0.166579079
Rosacea,Brimonidine,0.177018901
Rosacea,Clarifoam EF,0.141106062
Rosacea,Doxycycline,0.157143778
Rosacea,Finacea,0.271697003
Rosacea,Isotretinoin,0.114644139
Rosacea,Ivermectin,0.113284294
Rosacea,MetroCream,0.129567252
Rosacea,MetroGel,0.506847984
Rosacea,Metronidazole,0.320230303
Rosacea,Minocin,0.194052217
Rosacea,Minocycline,0.262424428
Rosacea,Mirvaso,0.150932384
Rosacea,Monodox,0.2337289
Rosacea,Oracea,0.314983749
Rosacea,Oxymetazoline,0.028408478
Rosacea,Prascion RA,0.188141416
Rosacea,Rhofade,0.023704943
Rosacea,Rosac,0.169327275
Rosacea,Rozex,0.077781574
Rosacea,Solodyn,0.4281482
Rosacea,Soolantra,0.101261544
Rosacea,Sulfacetamide sodium / sulfur,0.168009187
SIADH,Declomycin,10.86516678
STD Prophylaxis,Suprax,13.03820014
Salivary Gland Cance,Trastuzumab,85.53706741
Sarcoidosis,Acthar,0
Sarcoidosis,Prednisone,20.10055855
Sarcoidosis,Triamcinolone,2.509550035
Scabies,Permethrin,8.692133427
Schilling Test,Vitamin B12,45.63370049
Schistosoma japonicum,Biltricide,2.673033357
Schizoaffective Disorde,Abilify,0.294795725
Schizoaffective Disorde,Aripiprazole,0.274919666
Schizoaffective Disorde,Asenapine,0.342545371
Schizoaffective Disorde,Fluoxetine,0.074932185
Schizoaffective Disorde,Geodon,0.22160036
Schizoaffective Disorde,Invega,0.324973781
Schizoaffective Disorde,Invega Sustenna,0.213337178
Schizoaffective Disorde,Lamictal,0.239165487
Schizoaffective Disorde,Lamotrigine,0.4815621
Schizoaffective Disorde,Latuda,0.4525135
Schizoaffective Disorde,Lithium,0.04995479
Schizoaffective Disorde,Lithobid,0.312217436
Schizoaffective Disorde,Lurasidone,0.275463184
Schizoaffective Disorde,Olanzapine,0.125791613
Schizoaffective Disorde,Paliperidone,0.189821403
Schizoaffective Disorde,Quetiapine,0.206717114
Schizoaffective Disorde,Risperdal,0.279890784
Schizoaffective Disorde,Risperidone,0.144012671
Schizoaffective Disorde,Saphris,0.293280096
Schizoaffective Disorde,Seroquel,0.257786027
Schizoaffective Disorde,Seroquel XR,0.040147831
Schizoaffective Disorde,Valproic acid,0.224796554
Schizoaffective Disorde,Ziprasidone,0.209710552
Schizoaffective Disorde,Zyprexa,0.177437409
Schizoaffective Disorde,Zyprexa Zydis,0.024977395
Schizophrenia,Abilify,0.183586944
Schizophrenia,Abilify Maintena,0.085800925
Schizophrenia,Aripiprazole,0.191950356
Schizophrenia,Asenapine,0.155523782
Schizophrenia,Brexpiprazole,0.076094819
Schizophrenia,Cariprazine,0.116334468
Schizophrenia,Chlorpromazine,0.048756275
Schizophrenia,Clozapine,0.37638291
Schizophrenia,Clozaril,0.619229876
Schizophrenia,Fanapt,0.125140735
Schizophrenia,Geodon,0.151317981
Schizophrenia,Iloperidone,0.209105416
Schizophrenia,Invega,0.172924262
Schizophrenia,Invega Sustenna,0.097695774
Schizophrenia,Invega Trinza,0.073992175
Schizophrenia,Latuda,0.166514126
Schizophrenia,Loxapine,0.066853737
Schizophrenia,Lurasidone,0.222013879
Schizophrenia,Mellaril,0.156345328
Schizophrenia,Moban,0.009580765
Schizophrenia,Olanzapine,0.265087491
Schizophrenia,Paliperidone,0.146753537
Schizophrenia,Quetiapine,0.187094599
Schizophrenia,Rexulti,0.14798435
Schizophrenia,Risperdal,0.285014962
Schizophrenia,Risperdal Consta,0.420587101
Schizophrenia,Risperidone,0.211509106
Schizophrenia,Saphris,0.140757571
Schizophrenia,Seroquel,0.200982065
Schizophrenia,Stelazine,0.187800162
Schizophrenia,Thioridazine,0.101780251
Schizophrenia,Thorazine,0.090596046
Schizophrenia,Trifluoperazine,0.106978285
Schizophrenia,Vraylar,0.171850947
Schizophrenia,Ziprasidone,0.107646394
Schizophrenia,Zyprexa,0.267701291
Schizophrenia,Zyprexa Zydis,0.047972283
Schnitzler Syndrome,Anakinra,3.621722261
Schnitzler Syndrome,Kineret,3.259550035
Sciatica,Advil,2.542911375
Sciatica,Aleve,3.282857653
Sciatica,Amrix,3.328902163
Sciatica,Arthrotec,2.126798604
Sciatica,Aspirin,1.803155339
Sciatica,Cyclobenzaprine,2.310645088
Sciatica,Diclofenac,1.351242921
Sciatica,Diclofenac / misoprostol,3.642411593
Sciatica,Flexeril,3.367957177
Sciatica,Ibuprofen,0.724631644
Sciatica,Nabumetone,1.22930888
Sciatica,Naproxen,2.471531247
Sciatica,Relafen,1.812651961
Sciatica,Tylenol,1.495051085
Sciatica,Voltaren,1.467869427
Seasonal Affective Disorde,Budeprion XL,11.7112335
Seasonal Affective Disorde,Bupropion,7.679325004
Seasonal Affective Disorde,Wellbutrin XL,24.99720951
Seasonal Allergic Conjunctivitis,Loteprednol,0.29630909
Seasonal Allergic Conjunctivitis,Olopatadine,0.722650643
Seasonal Allergic Conjunctivitis,Pataday,0.624667506
Seasonal Allergic Conjunctivitis,Patanol,0.691232388
Seasonal Allergic Conjunctivitis,Pazeo,0.325955003
Seborrheic Dermatitis,Coal tar,0.411235901
Seborrheic Dermatitis,Ketoconazole,1.914156164
Seborrheic Dermatitis,Loprox,5.516161598
Seborrheic Dermatitis,Nizoral Topical,7.078218047
Seborrheic Dermatitis,Sulfacetamide sodium,3.495505159
Seborrheic Dermatitis,Sulfacetamide sodium / sulfur,1.673033357
Seborrheic Dermatitis,Xolegel,6.080141725
Secondary Hyperparathyroidism,Cinacalcet,4.1649806
Secondary Hyperparathyroidism,Sensipar,5.671784071
Sedation,Atarax,0.634569598
Sedation,Ativan,0.946387834
Sedation,Butisol Sodium,0.074196654
Sedation,Chloral hydrate,0.036831074
Sedation,Desyrel,3.918820761
Sedation,Desyrel Dividose,2.830620774
Sedation,Hydroxyzine,1.671412382
Sedation,Lorazepam,0.643665855
Sedation,Phenergan,1.412599983
Sedation,Promethazine,1.87540781
Sedation,Trazodone,2.421181126
Sedation,Vistaril,1.804722618
Seizure Prevention,Acetazolamide,0.050713738
Seizure Prevention,Clonazepam,0.687785426
Seizure Prevention,Depakene,0.445750432
Seizure Prevention,Klonopin,0.839641026
Seizure Prevention,Lamictal,0.991555332
Seizure Prevention,Lamictal XR,0.32670394
Seizure Prevention,Lamotrigine,0.883523051
Seizure Prevention,Qudexy XR,0.102808975
Seizure Prevention,Topamax,1.132284309
Seizure Prevention,Topiramate,0.593525156
Seizures,Aptiom,0.056687827
Seizures,Diastat,0.15275522
Seizures,Diastat AcuDial,0.107619423
Seizures,Diazepam,0.239087285
Seizures,Dilantin,0.16636736
Seizures,Eslicarbazepine,0.134032678
Seizures,Ethosuximide,0.063505973
Seizures,Fycompa,0.206123161
Seizures,Gabitril,0.127840726
Seizures,Keppra,0.400996328
Seizures,Keppra XR,0.100276421
Seizures,Lacosamide,0.267872119
Seizures,Levetiracetam,0.251870425
Seizures,Mysoline,0.330678989
Seizures,Oxcarbazepine,0.117037596
Seizures,Oxtellar XR,0.273991162
Seizures,Perampanel,0.168020667
Seizures,Phenobarbital,0.154989638
Seizures,Phenytoin,0.126205313
Seizures,Primidone,0.09490657
Seizures,Progesterone,0.423913003
Seizures,Prometrium,0.339130394
Seizures,Tiagabine,0
Seizures,Topiramate,0.099203697
Seizures,Trileptal,0.135221793
Seizures,Valproic acid,0.047239856
Seizures,Vimpat,0.300494477
Seizures,Zarontin,0.08503174
Seizures,Zonegran,0.315520665
Seizures,Zonisamide,0.341875459
Severe Mood Dysregulation,Risperidone,34.67039672
"Sexual Dysfunction, SSRI Induced",BuSpar,19.03050424
"Sexual Dysfunction, SSRI Induced",Bupropion,2.364086123
"Sexual Dysfunction, SSRI Induced",Buspirone,3.599739694
"Sexual Dysfunction, SSRI Induced",Dextroamphetamine,3.695436909
"Sexual Dysfunction, SSRI Induced",Sildenafil,4.043167768
"Sexual Dysfunction, SSRI Induced",Viagra,4.270746475
"Sexual Dysfunction, SSRI Induced",Wellbutrin,5.052357536
Shift Work Sleep Disorde,Armodafinil,2.7574196
Shift Work Sleep Disorde,Modafinil,0.286540357
Shift Work Sleep Disorde,Nuvigil,1.979139386
Shift Work Sleep Disorde,Provigil,3.254376928
Sinus Symptoms,Acetaminophen / dextromethorphan / phenylephrine,0.042898291
Sinus Symptoms,Acetaminophen / pseudoephedrine,0.765449817
Sinus Symptoms,Advil Cold and Sinus,0.575958039
Sinus Symptoms,Advil Cold and Sinus Liqui-Gels,0
Sinus Symptoms,Alka-Seltzer Cold and Sinus,0.330696097
Sinus Symptoms,Aspirin / chlorpheniramine / phenylephrine,0.111437608
Sinus Symptoms,Chlorpheniramine / methscopolamine / pseudoephedrine,0
Sinus Symptoms,Dexbrompheniramine / pseudoephedrine,0.300043166
Sinus Symptoms,Drixoral Cold and Allergy,0.348242525
Sinus Symptoms,Guaifenesin / phenylephrine,0.962663524
Sinus Symptoms,Ibuprofen / pseudoephedrine,0.211528494
Sinus Symptoms,Mometasone,0.334312824
Sinus Symptoms,Nasonex,0.397770854
Sinusitis,Amoxicillin,0.090738538
Sinusitis,Amoxicillin / clavulanate,0.172502727
Sinusitis,Augmentin,0.301499119
Sinusitis,Avelox,0.102797585
Sinusitis,Azithromycin,0.126519107
Sinusitis,Azithromycin Dose Pack,0.277873518
Sinusitis,Bactrim,0.125152377
Sinusitis,Bactrim DS,0.081413164
Sinusitis,Biaxin,0.242866586
Sinusitis,Cefdinir,0.083496817
Sinusitis,Cefprozil,0.131823816
Sinusitis,Ceftibuten,0.043710441
Sinusitis,Ceftin,0.177689662
Sinusitis,Cefuroxime,0.186598688
Sinusitis,Cefzil,0.149011341
Sinusitis,Cipro,0.130579216
Sinusitis,Ciprofloxacin,0.21660448
Sinusitis,Clarithromycin,0.12187573
Sinusitis,Clindamycin,0.471751953
Sinusitis,Deltasone,0.576908054
Sinusitis,Levaquin,0.214995161
Sinusitis,Levofloxacin,0.121993878
Sinusitis,Lorabid,0.018733046
Sinusitis,Moxifloxacin,0.081406321
Sinusitis,Omnicef,0.299728739
Sinusitis,Prednisone,0.147118833
Sinusitis,Septra DS,0
Sinusitis,Sulfamethoxazole / trimethoprim,0.101800654
Sinusitis,Zithromax,0.204281222
Sjogren's Syndrome,Cevimeline,2.79390003
Sjogren's Syndrome,Evening Primrose Oil,1.685424532
Sjogren's Syndrome,Evoxac,2.690422251
Sjogren's Syndrome,Hydroxychloroquine,7.189269782
Sjogren's Syndrome,Infliximab,0
Sjogren's Syndrome,Plaquenil,6.755967576
Skin Cance,Carac,14.90870766
Skin Cance,Efudex,14.12471682
Skin Cance,Fluorouracil,17.98574233
"Skin Disinfection, Preoperative",Chlorhexidine,5.752335548
"Skin Disinfection, Preoperative",pHisoHex,0
Skin Rash,Diflorasone,3.346066713
Skin Rash,Prednisone,12.8354904
Skin and Structure Infection,Amoxicillin / clavulanate,1.614345724
Skin and Structure Infection,Augmentin,3.341291696
Skin and Structure Infection,Bactroban,4.207266454
Skin and Structure Infection,Cefdinir,0.201959227
Skin and Structure Infection,Clarithromycin,0.135814585
Skin and Structure Infection,Cubicin,0.125308457
Skin and Structure Infection,Daptomycin,0.125308457
Skin and Structure Infection,Goldenseal,0.090543057
Skin and Structure Infection,Linezolid,0.749597713
Skin and Structure Infection,Mupirocin,3.440636148
Skin and Structure Infection,Zyvox,1.776799589
Skin or Soft Tissue Infection,Amoxicillin,0.048489266
Skin or Soft Tissue Infection,Amoxicillin / clavulanate,0.204424633
Skin or Soft Tissue Infection,Amoxil,0.747710402
Skin or Soft Tissue Infection,Augmentin,0.303366496
Skin or Soft Tissue Infection,Azithromycin,0
Skin or Soft Tissue Infection,Cefotaxime,0
Skin or Soft Tissue Infection,Cephalexin,0.708146728
Skin or Soft Tissue Infection,Ciprofloxacin,0.105055356
Skin or Soft Tissue Infection,Clarithromycin,0.063970086
Skin or Soft Tissue Infection,Clindamycin,0.34857591
Skin or Soft Tissue Infection,Dicloxacillin,0
Skin or Soft Tissue Infection,Doxycycline,0.313372345
Skin or Soft Tissue Infection,Erythromycin,0.911272053
Skin or Soft Tissue Infection,Keflex,0.96426153
Skin or Soft Tissue Infection,Levaquin,0.189575969
Skin or Soft Tissue Infection,Levofloxacin,0.11682975
Skin or Soft Tissue Infection,Metronidazole,0.016362134
Skin or Soft Tissue Infection,Minocycline,0.172453765
Skin or Soft Tissue Infection,Vancomycin,0.1401957
Skin or Soft Tissue Infection,Vibramycin,0.17989606
Skin or Soft Tissue Infection,Zithromax,0.045530063
Small Bowel or Pancreatic Fistula,Sandostatin,9.716663361
Smoking Cessation,Buproban,0.044632264
Smoking Cessation,Bupropion,0.093109644
Smoking Cessation,Chantix,0.055855627
Smoking Cessation,Commit,0.040517835
Smoking Cessation,Habitrol,0.069014244
Smoking Cessation,Leader Nicotine Polacrilex,0.00836855
Smoking Cessation,Nicoderm CQ,0.09039165
Smoking Cessation,Nicorette,0.082748167
Smoking Cessation,Nicotine,0.05303727
Smoking Cessation,Nicotrol Inhaler,0.106671573
Smoking Cessation,Nicotrol NS,0.064238908
Smoking Cessation,Nortriptyline,0.085080253
Smoking Cessation,Topamax,0.050960329
Smoking Cessation,Varenicline,0.051706274
Smoking Cessation,Zyban,0.13994861
Social Anxiety Disorde,Effexor XR,0.325938222
Social Anxiety Disorde,Fluvoxamine,0.049468303
